season,date,game,brand,asset,exposure,duration,qimv,exposure_impressions,sponsorship_impressions,qi_sponsorship_impressions
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,TVGI,4,17,951,437174,61933,15824
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevrolet,TVGI,5,18,876,546468,65576,14569
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller Lite,TVGI,1,15,1437,109294,54647,23908
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Stanchion,31,234,10682,5358725,1348324,232141
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Stanchion,16,106,4956,2765794,610779,107702
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Stanchion,143,590,47600,15628977,2149440,791812
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Stanchion,143,590,47600,15628977,2149440,791812
2022-2023,2022-11-30 00:00:00,LA Lakers,Draftkings,Stanchion,12,101,4425,2074345,581969,96160
2022-2023,2022-11-30 00:00:00,LA Lakers,Draftkings,Stanchion,199,334,14057,34399558,1924531,305472
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Stanchion,160,478,17820,27657936,2754269,387252
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Stanchion,6,45,1932,1037173,259293,41980
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Stanchion,52,231,18578,5683264,841560,309036
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Stanchion,52,231,18578,5683264,841560,309036
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller,Stanchion,20,112,5625,3457242,645352,122243
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller Lite,Stanchion,21,139,6407,3630104,800928,139223
2022-2023,2022-11-30 00:00:00,LA Lakers,United Air Lines,Stanchion,7,53,2478,1210035,305390,53840
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Scoreboard,1,1,70,172862,5762,1517
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Scoreboard,34,89,4800,5877311,512824,104311
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevy,Scoreboard,1,6,375,172862,34572,8156
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Pole Pad,15,104,8802,1674101,386903,146419
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Pole Pad,7,28,6132,765055,102007,102007
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Pole Pad,10,52,3216,1092935,189442,53492
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevrolet,Pole Pad,3,20,2297,334820,74404,38204
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,8,1752,218587,29145,29145
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,25,1863,218587,91078,30991
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevy,Pole Pad,2,18,2144,223213,66964,35667
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Pole Pad,3,12,1355,334820,44643,22533
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,4,876,109294,14572,14572
2022-2023,2022-11-30 00:00:00,LA Lakers,Delta,Pole Pad,3,12,2628,327881,43717,43717
2022-2023,2022-11-30 00:00:00,LA Lakers,Delta,Pole Pad,2,40,1837,218587,145725,30558
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,14,1324,111607,52083,22026
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Pole Pad,3,12,2628,327881,43717,43717
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller,Pole Pad,1,8,930,111607,29762,15476
2022-2023,2022-11-30 00:00:00,LA Lakers,Vizzy Seltzer,Pole Pad,1,4,876,109294,14572,14572
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Pole,42,423,27951,7260208,2437356,607416
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevy,Pole,2,56,3930,345724,322676,85412
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Pole,20,189,11964,3457242,1089031,259987
2022-2023,2022-11-30 00:00:00,LA Lakers,Draftkings,Pole,11,143,9019,1901483,823976,196000
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Pole,4,68,3848,691448,391821,83615
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller,Pole,11,175,11183,1901483,1008362,243019
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller Lite,Pole,11,201,13114,1901483,1158176,284993
2022-2023,2022-11-30 00:00:00,LA Lakers,United Air Lines,Pole,4,88,5381,691448,507062,116929
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Player Tunnel,108,802,48098,11803703,2921781,800100
2022-2023,2022-11-30 00:00:00,LA Lakers,Chase,Player Tunnel,108,802,48098,11803703,2921781,800100
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,120,587,48227,13115225,2138510,802254
2022-2023,2022-11-30 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,120,587,48227,13115225,2138510,802254
2022-2023,2022-11-30 00:00:00,LA Lakers,Coca-cola,Player Tunnel,56,399,24167,6120439,1453604,402007
2022-2023,2022-11-30 00:00:00,LA Lakers,Coca-cola,Player Tunnel,56,399,24167,6120439,1453604,402007
2022-2023,2022-11-30 00:00:00,LA Lakers,Draftkings,Player Tunnel,3,5,274,518586,28810,5958
2022-2023,2022-11-30 00:00:00,LA Lakers,Draftkings,Player Tunnel,41,232,13921,4481035,845203,231577
2022-2023,2022-11-30 00:00:00,LA Lakers,Draftkings,Player Tunnel,41,232,13921,4481035,845203,231577
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Player Tunnel,27,162,10206,2950926,590185,169767
2022-2023,2022-11-30 00:00:00,LA Lakers,Fan Duel,Player Tunnel,27,162,10206,2950926,590185,169767
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller Lite,Player Tunnel,101,480,41147,11038648,1748697,684479
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller Lite,Player Tunnel,101,480,41147,11038648,1748697,684479
2022-2023,2022-11-30 00:00:00,LA Lakers,Chevrolet,Lower Bowl LED,1,7,745,111607,26042,12388
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller Lite,Jersey,292,2674,200408,50475733,15407775,4355141
2022-2023,2022-11-30 00:00:00,LA Lakers,Miller,Endzone,20,65,4500,3457242,374535,97781
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,Virtual Branding,1,3,463,118531,11853,7884
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,Virtual Branding,1,3,463,118531,11853,7884
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevrolet,TVGI,1,11,1120,118531,43461,19080
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevrolet,TVGI,1,11,1120,118531,43461,19080
2022-2023,2022-12-02 00:00:00,LA Lakers,Draftkings,Stanchion,131,627,53003,15527572,2477300,902949
2022-2023,2022-12-02 00:00:00,LA Lakers,Fan Duel,Stanchion,27,197,15521,3200339,778354,264407
2022-2023,2022-12-02 00:00:00,LA Lakers,Chase,Pole Pad,17,132,11496,2015028,521537,195838
2022-2023,2022-12-02 00:00:00,LA Lakers,Chase,Pole Pad,17,132,11496,2015028,521537,195838
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevrolet,Pole Pad,1,12,1076,118531,47412,18325
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevrolet,Pole Pad,1,12,1076,118531,47412,18325
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevy,Pole Pad,2,24,2235,237062,94825,38072
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevy,Pole Pad,2,24,2235,237062,94825,38072
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,Pole Pad,9,91,5587,1066780,359544,95172
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,Pole Pad,9,91,5587,1066780,359544,95172
2022-2023,2022-12-02 00:00:00,LA Lakers,Delta,Pole Pad,3,66,4444,355593,260768,75706
2022-2023,2022-12-02 00:00:00,LA Lakers,Delta,Pole Pad,3,66,4444,355593,260768,75706
2022-2023,2022-12-02 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,13,1305,118531,51363,22230
2022-2023,2022-12-02 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,13,1305,118531,51363,22230
2022-2023,2022-12-02 00:00:00,LA Lakers,Chase,Player Tunnel,69,636,45370,8178645,2512859,772916
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevy,Player Tunnel,68,274,22030,8060114,1082584,375307
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,19,185,14297,2252091,730942,243559
2022-2023,2022-12-02 00:00:00,LA Lakers,Coca-cola,Player Tunnel,37,348,22293,4385650,1374961,379772
2022-2023,2022-12-02 00:00:00,LA Lakers,Draftkings,Player Tunnel,24,177,11227,2844746,699333,191270
2022-2023,2022-12-02 00:00:00,LA Lakers,Fan Duel,Player Tunnel,40,253,17070,4741243,999612,290796
2022-2023,2022-12-02 00:00:00,LA Lakers,Miller Lite,Player Tunnel,48,362,30238,5689492,1430275,515133
2022-2023,2022-12-02 00:00:00,LA Lakers,Chase,Player Seatbacks,116,561,40552,13749606,2216531,690836
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,Player Seatbacks,52,174,9564,6163616,687480,162933
2022-2023,2022-12-02 00:00:00,LA Lakers,Miller Lite,Player Seatbacks,132,580,38915,15646103,2291601,662948
2022-2023,2022-12-02 00:00:00,LA Lakers,Chase,On-Court,325,1286,115743,91367602,12051152,3636827
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,On-Court,285,772,70931,80122359,7234440,2228765
2022-2023,2022-12-02 00:00:00,LA Lakers,Chase,LED,74,168,11673,20803700,1574334,366784
2022-2023,2022-12-02 00:00:00,LA Lakers,Chevy,LED,48,160,8125,13494292,1499366,255290
2022-2023,2022-12-02 00:00:00,LA Lakers,Citizens Financial,LED,45,126,6143,12650899,1180751,193028
2022-2023,2022-12-02 00:00:00,LA Lakers,Coca-cola,LED,97,250,14285,27269715,2342759,448857
2022-2023,2022-12-02 00:00:00,LA Lakers,Draftkings,LED,32,73,5245,8996195,684086,164795
2022-2023,2022-12-02 00:00:00,LA Lakers,Fan Duel,LED,37,115,5675,10401850,1077669,178325
2022-2023,2022-12-02 00:00:00,LA Lakers,Miller Lite,LED,70,145,8497,19679176,1358800,266976
2022-2023,2022-12-02 00:00:00,LA Lakers,Miller,Jersey,302,657,31216,84901587,6156771,980860
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,251,65414,6541,4278
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,345,91468,9147,5876
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,345,91468,9147,5876
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Upper Bowl LED,1,1,36,79719,2657,648
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,Upper Bowl LED,1,6,251,79719,15944,4552
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevrolet,TVGI,6,15,1283,548806,45734,21865
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevrolet,TVGI,6,15,1283,548806,45734,21865
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Stanchion,25,215,5623,1992978,571320,101805
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,Stanchion,24,184,4886,1913259,488944,88465
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Stanchion,63,90,2060,5022304,239157,37303
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Stanchion,11,93,2339,876910,247129,42346
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Stanchion,127,611,38779,11616390,1862891,660625
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Stanchion,8,44,1216,637753,116921,22016
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Stanchion,77,140,3275,6138372,372023,59293
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller,Stanchion,19,152,3947,1514663,403910,71470
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,Stanchion,13,83,2245,1036348,220556,40651
2022-2023,2022-12-03 00:00:00,LA Lakers,United Air Lines,Stanchion,11,51,1415,876910,135522,25627
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Scoreboard,7,60,1714,558034,159438,31026
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Scoreboard,15,29,896,1195787,77062,16225
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Scoreboard,1,2,83,79719,5315,1503
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Scoreboard,1,7,244,79719,18601,4425
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Pole Pad,18,159,7583,1177456,346695,129185
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Pole Pad,10,45,2203,914676,137201,37533
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Pole Pad,10,45,2203,914676,137201,37533
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,19,1112,130828,41429,18942
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Pole Pad,1,14,759,65414,30527,12925
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Pole Pad,2,21,1540,182935,64027,26230
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Pole Pad,2,21,1540,182935,64027,26230
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,10,474,65414,21805,8072
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,5,426,91468,15245,7266
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,5,426,91468,15245,7266
2022-2023,2022-12-03 00:00:00,LA Lakers,Coca-cola,Pole Pad,1,6,306,91468,18294,5208
2022-2023,2022-12-03 00:00:00,LA Lakers,Coca-cola,Pole Pad,1,6,306,91468,18294,5208
2022-2023,2022-12-03 00:00:00,LA Lakers,Delta,Pole Pad,3,36,1313,274403,109761,22367
2022-2023,2022-12-03 00:00:00,LA Lakers,Delta,Pole Pad,3,36,1313,274403,109761,22367
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,14,825,65414,30527,14061
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,13,996,91468,39636,16976
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,13,996,91468,39636,16976
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller,Pole Pad,3,18,1085,196243,39249,18479
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Pole,33,314,11469,2630731,834393,207643
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Pole,4,34,1302,318876,90348,23572
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,Pole,20,219,7512,1594382,581950,135999
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Pole,9,142,5089,717472,377337,92141
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Pole,6,52,1911,478315,138180,34600
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller,Pole,22,204,7206,1753820,542090,130470
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,Pole,8,113,4160,637753,300275,75323
2022-2023,2022-12-03 00:00:00,LA Lakers,United Air Lines,Pole,7,68,2331,558034,180697,42211
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Player Tunnel,62,608,29945,5670993,1853744,510142
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,Player Tunnel,69,254,14606,6311267,774426,248819
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,14,194,9504,1280547,591491,161915
2022-2023,2022-12-03 00:00:00,LA Lakers,Coca-cola,Player Tunnel,28,285,13754,2561094,868943,234313
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Player Tunnel,132,338,7383,10522923,898169,133674
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,Player Tunnel,16,170,8210,1463482,518317,139867
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,Player Tunnel,30,199,9953,2744029,606735,169566
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,Player Tunnel,37,348,18430,3384303,1061025,313963
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Player Seatbacks,133,571,30479,12165196,1740934,519230
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,Player Seatbacks,126,575,29389,11524922,1753130,500664
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,On-Court,298,1177,91296,47255404,6221433,1842993
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,On-Court,230,647,52615,36472292,3419938,1062138
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevrolet,Lower Bowl LED,1,8,176,65414,17444,2999
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,LED,66,143,8613,10465962,755875,173876
2022-2023,2022-12-03 00:00:00,LA Lakers,Chevy,LED,27,86,4404,4281530,454582,88900
2022-2023,2022-12-03 00:00:00,LA Lakers,Citizens Financial,LED,28,64,2624,4440105,338294,52979
2022-2023,2022-12-03 00:00:00,LA Lakers,Coca-cola,LED,69,158,7652,10941688,835163,154478
2022-2023,2022-12-03 00:00:00,LA Lakers,Draftkings,LED,36,84,5439,5708707,444011,109788
2022-2023,2022-12-03 00:00:00,LA Lakers,Fan Duel,LED,30,57,2705,4757255,301293,54603
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,LED,76,141,7975,12051714,745303,161001
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller,Jersey,320,808,31776,50744058,4270958,641459
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller Lite,Jersey,290,2686,109573,23118542,7137518,1983836
2022-2023,2022-12-03 00:00:00,LA Lakers,Chase,Exit Tunnel,2,44,2124,159438,116921,38455
2022-2023,2022-12-03 00:00:00,LA Lakers,Miller,Endzone,11,36,1656,876910,95663,29978
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller,Upper Bowl LED,2,5,326,270803,22567,7640
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller Lite,Upper Bowl LED,1,1,42,135402,4513,983
2022-2023,2022-12-04 00:00:00,LA Lakers,United Air Lines,Upper Bowl LED,1,2,132,135402,9027,3083
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Stanchion,28,194,6902,3791245,875597,161569
2022-2023,2022-12-04 00:00:00,LA Lakers,Citizens Financial,Stanchion,19,125,4299,2572630,564173,100638
2022-2023,2022-12-04 00:00:00,LA Lakers,Draftkings,Stanchion,17,118,3910,2301827,532580,91529
2022-2023,2022-12-04 00:00:00,LA Lakers,Draftkings,Stanchion,64,118,3664,8665702,532580,85764
2022-2023,2022-12-04 00:00:00,LA Lakers,Fan Duel,Stanchion,5,27,940,677008,121861,21996
2022-2023,2022-12-04 00:00:00,LA Lakers,Fan Duel,Stanchion,79,119,3448,10696726,537093,80706
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller,Stanchion,18,116,4197,2437229,523553,98254
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller Lite,Stanchion,24,146,5451,3249638,658954,127597
2022-2023,2022-12-04 00:00:00,LA Lakers,United Air Lines,Stanchion,9,49,1820,1218614,221156,42595
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Scoreboard,2,3,128,270803,13540,3007
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Scoreboard,26,86,2798,3520442,388151,65509
2022-2023,2022-12-04 00:00:00,LA Lakers,Chevy,Scoreboard,2,4,214,270803,18054,5015
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Pole Pad,16,113,5008,1110450,261418,85310
2022-2023,2022-12-04 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,19,1274,138806,43955,21710
2022-2023,2022-12-04 00:00:00,LA Lakers,Citizens,Pole Pad,1,12,742,69403,27761,12634
2022-2023,2022-12-04 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,8,268,69403,18507,4558
2022-2023,2022-12-04 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,14,899,69403,32388,15316
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller,Pole Pad,1,10,664,69403,23134,11306
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller Lite,Pole Pad,1,15,917,69403,34702,15619
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Pole,25,353,17065,3385040,1593225,399491
2022-2023,2022-12-04 00:00:00,LA Lakers,Chevy,Pole,6,74,3867,812410,333991,90520
2022-2023,2022-12-04 00:00:00,LA Lakers,Citizens Financial,Pole,21,218,9836,2843434,983918,230256
2022-2023,2022-12-04 00:00:00,LA Lakers,Draftkings,Pole,17,189,9088,2301827,853030,212743
2022-2023,2022-12-04 00:00:00,LA Lakers,Fan Duel,Pole,5,57,2766,677008,257263,64753
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller,Pole,18,199,9461,2437229,898164,221469
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller Lite,Pole,26,264,13130,3520442,1191534,307366
2022-2023,2022-12-04 00:00:00,LA Lakers,United Air Lines,Pole,11,59,2785,1489418,266290,65188
2022-2023,2022-12-04 00:00:00,LA Lakers,Draftkings,Player Tunnel,1,1,30,135402,4513,705
2022-2023,2022-12-04 00:00:00,LA Lakers,Chevrolet,Lower Bowl LED,1,6,362,69403,13881,6159
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller Lite,Jersey,308,2910,155754,41703693,13133955,3646120
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Exit Tunnel,1,29,1517,135402,130888,35523
2022-2023,2022-12-04 00:00:00,LA Lakers,Chase,Endzone,1,5,162,135402,22567,3782
2022-2023,2022-12-04 00:00:00,LA Lakers,Miller,Endzone,18,96,3792,2437229,433285,88765
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,430,112990,11299,7322
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,430,112990,11299,7322
2022-2023,2022-12-05 00:00:00,LA Lakers,Miller Lite,Upper Bowl LED,1,1,66,195717,6524,1410
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevrolet,TVGI,1,11,1191,112990,41430,20292
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevrolet,TVGI,1,11,1191,112990,41430,20292
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,TVGI,1,6,859,112990,22598,14637
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,TVGI,1,6,859,112990,22598,14637
2022-2023,2022-12-05 00:00:00,LA Lakers,Fan Duel,TVGI,1,13,1243,112990,48962,21176
2022-2023,2022-12-05 00:00:00,LA Lakers,Fan Duel,TVGI,1,13,1243,112990,48962,21176
2022-2023,2022-12-05 00:00:00,LA Lakers,Draftkings,Stanchion,112,629,48344,12654870,2369022,823576
2022-2023,2022-12-05 00:00:00,LA Lakers,Chase,Pole Pad,15,74,4487,1694849,278708,76444
2022-2023,2022-12-05 00:00:00,LA Lakers,Chase,Pole Pad,15,74,4487,1694849,278708,76444
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,Pole Pad,3,18,1722,338970,67794,29329
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,Pole Pad,3,18,1722,338970,67794,29329
2022-2023,2022-12-05 00:00:00,LA Lakers,Delta,Pole Pad,4,43,2042,451960,161952,34782
2022-2023,2022-12-05 00:00:00,LA Lakers,Delta,Pole Pad,4,43,2042,451960,161952,34782
2022-2023,2022-12-05 00:00:00,LA Lakers,Fan Duel,Pole Pad,2,6,365,225980,22598,6223
2022-2023,2022-12-05 00:00:00,LA Lakers,Fan Duel,Pole Pad,2,6,365,225980,22598,6223
2022-2023,2022-12-05 00:00:00,LA Lakers,Chase,Player Tunnel,73,637,38880,8248263,2399152,662345
2022-2023,2022-12-05 00:00:00,LA Lakers,Chevy,Player Tunnel,81,322,23247,9152183,1212758,396037
2022-2023,2022-12-05 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,19,161,10078,2146808,606379,171682
2022-2023,2022-12-05 00:00:00,LA Lakers,Coca-cola,Player Tunnel,37,242,14688,4180627,911452,250221
2022-2023,2022-12-05 00:00:00,LA Lakers,Draftkings,Player Tunnel,17,164,9897,1920828,617678,168602
2022-2023,2022-12-05 00:00:00,LA Lakers,Fan Duel,Player Tunnel,35,220,13953,3954647,828593,237707
2022-2023,2022-12-05 00:00:00,LA Lakers,Miller Lite,Player Tunnel,37,308,19691,4180627,1160030,335460
2022-2023,2022-12-05 00:00:00,LA Lakers,Chase,Player Seatbacks,121,516,34486,13671779,1943426,587490
2022-2023,2022-12-05 00:00:00,LA Lakers,Miller Lite,Player Seatbacks,132,582,34567,14914668,2192004,588873
2022-2023,2022-12-05 00:00:00,LA Lakers,Chase,On-Court,335,1435,125703,65565073,9361779,2697397
2022-2023,2022-12-05 00:00:00,LA Lakers,Citizens Financial,On-Court,291,854,76494,56953541,5571400,1641434
2022-2023,2022-12-05 00:00:00,LA Lakers,Chase,LED,91,218,15914,17810214,1422208,341485
